threshold,tp,fp,fn,tn,precision,recall,f1,accuracy,tpr,tnr,fpr,tag
0.8,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.8333333333333334,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.8666666666666667,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.9,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.9333333333333332,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.9666666666666668,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
1.0,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.0,1967,12693,0,0,0.1341746248294679,1.0,0.2366031154146869,0.1341746248294679,1.0,0.0,1.0,Coast_FarNorth
0.0333333333333333,1584,4910,383,7783,0.2439174622728672,0.8052872394509405,0.3744238269708072,0.638949522510232,0.8052872394509405,0.6131726148270701,0.3868273851729299,Coast_FarNorth
0.0666666666666666,1069,2319,898,10374,0.3155253837072019,0.543467208947636,0.3992530345471522,0.7805593451568895,0.543467208947636,0.8173008744977547,0.1826991255022453,Coast_FarNorth
0.1,796,1352,1171,11341,0.3705772811918063,0.4046771733604474,0.3868772782503037,0.8278990450204639,0.4046771733604474,0.8934845978098165,0.1065154021901835,Coast_FarNorth
0.1333333333333333,607,882,1360,11811,0.4076561450638012,0.3085917641077783,0.3512731481481482,0.8470668485675307,0.3085917641077783,0.9305128811155756,0.0694871188844244,Coast_FarNorth
0.1666666666666666,487,580,1480,12113,0.4564198687910028,0.2475851550584646,0.3210283454185893,0.859481582537517,0.2475851550584646,0.9543055227290632,0.0456944772709367,Coast_FarNorth
0.2,381,375,1586,12318,0.503968253968254,0.1936959837315709,0.279838413514506,0.8662346521145975,0.1936959837315709,0.9704561569368944,0.0295438430631056,Coast_FarNorth
0.2333333333333333,295,262,1672,12431,0.5296229802513465,0.1499745805795627,0.233755942947702,0.8680763983628922,0.1499745805795627,0.9793587016465768,0.0206412983534231,Coast_FarNorth
0.2666666666666666,220,186,1747,12507,0.541871921182266,0.1118454499237417,0.1854193004635482,0.8681446111869031,0.1118454499237417,0.9853462538406996,0.0146537461593004,Coast_FarNorth
0.3,167,132,1800,12561,0.5585284280936454,0.0849008642602948,0.147396293027361,0.868212824010914,0.0849008642602948,0.9896005672417868,0.0103994327582131,Coast_FarNorth
0.3333333333333333,117,96,1850,12597,0.5492957746478874,0.0594814438230808,0.1073394495412844,0.8672578444747613,0.0594814438230808,0.9924367761758448,0.007563223824155,Coast_FarNorth
0.3666666666666666,84,63,1883,12630,0.5714285714285714,0.0427046263345195,0.0794701986754966,0.8672578444747613,0.0427046263345195,0.9950366343653982,0.0049633656346017,Coast_FarNorth
0.4,65,46,1902,12647,0.5855855855855856,0.0330452465683782,0.0625601539942252,0.8671214188267394,0.0330452465683782,0.9963759552509256,0.0036240447490742,Coast_FarNorth
0.4333333333333333,45,26,1922,12667,0.6338028169014085,0.0228774783934926,0.0441609421000981,0.8671214188267394,0.0228774783934926,0.997951626880958,0.0020483731190419,Coast_FarNorth
0.4666666666666667,25,12,1942,12681,0.6756756756756757,0.012709710218607,0.0249500998003991,0.866712141882674,0.012709710218607,0.9990545970219806,0.0009454029780193,Coast_FarNorth
0.5,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.5333333333333333,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.5666666666666667,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.6,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.6333333333333333,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.6666666666666666,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.7,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.7333333333333333,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.7666666666666666,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.8,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.8333333333333334,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.8666666666666667,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.9,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.9333333333333332,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.9666666666666668,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
1.0,0,0,1967,12693,0.0,0.0,0.0,0.865825375170532,0.0,1.0,0.0,Coast_FarNorth
0.0,5394,24856,0,0,0.1783140495867768,1.0,0.3026596341600269,0.1783140495867768,1.0,0.0,1.0,Coast_Mid
0.0333333333333333,4564,14136,830,10720,0.2440641711229946,0.8461253244345569,0.3788495061011039,0.5052561983471074,0.8461253244345569,0.4312841969745735,0.5687158030254265,Coast_Mid
0.0666666666666666,3536,7836,1858,17020,0.3109391487864931,0.6555431961438636,0.4218060360252892,0.6795371900826447,0.6555431961438636,0.6847441261667203,0.3152558738332797,Coast_Mid
0.1,2815,5049,2579,19807,0.3579603255340793,0.5218761586948462,0.4246492683662694,0.7478347107438017,0.5218761586948462,0.7968699710331509,0.203130028966849,Coast_Mid
0.1333333333333333,2344,3567,3050,21289,0.3965488073084081,0.4345569150908416,0.4146837682441397,0.7812561983471075,0.4345569150908416,0.8564934019954941,0.1435065980045059,Coast_Mid
